,loss,mae,mean_q,mean_eps,episode_reward,nb_episode_steps,nb_steps,episode,duration
0,0,0,0,0,65.0,630,630,0,1.4852857000000004
1, 0, 0, 0, 0, 105.0, 644, 1274, 1, 1.5592168000000015
2, 0, 0, 0, 0, 335.0, 727, 2001, 2, 1.6514290000000003
3, 0, 0, 0, 0, 225.0, 860, 2861, 3, 1.9397170999999993
4, 0, 0, 0, 0, 210.0, 778, 3639, 4, 1.7913746999999987
5, 0, 0, 0, 0, 45.0, 536, 4175, 5, 1.2509706999999999
6, 0, 0, 0, 0, 60.0, 581, 4756, 6, 1.3816125999999969
7, 0, 0, 0, 0, 180.0, 718, 5474, 7, 1.624886
8, 0, 0, 0, 0, 110.0, 622, 6096, 8, 1.5261530000000008
9, 0, 0, 0, 0, 175.0, 859, 6955, 9, 1.9213615999999973
10, 0, 0, 0, 0, 105.0, 512, 7467, 10, 1.2681666000000007
11, 0, 0, 0, 0, 135.0, 646, 8113, 11, 1.6989927999999992
12, 0, 0, 0, 0, 75.0, 385, 8498, 12, 0.8453801000000034
13, 0, 0, 0, 0, 45.0, 342, 8840, 13, 0.762911900000006
14, 0, 0, 0, 0, 120.0, 588, 9428, 14, 1.306764600000001
15, 0, 0, 0, 0, 65.0, 494, 9922, 15, 1.167244199999999
16, 0, 0, 0, 0, 160.0, 867, 10789, 16, 1.8466357000000002
17, 0, 0, 0, 0, 75.0, 684, 11473, 17, 1.5039905999999945
18, 0, 0, 0, 0, 80.0, 378, 11851, 18, 0.8608198000000016
19, 0, 0, 0, 0, 145.0, 778, 12629, 19, 1.6637320999999972
20, 0, 0, 0, 0, 215.0, 874, 13503, 20, 1.9046534000000008
21, 0, 0, 0, 0, 50.0, 512, 14015, 21, 1.110933100000004
22, 0, 0, 0, 0, 155.0, 708, 14723, 22, 1.8324891999999977
23, 0, 0, 0, 0, 325.0, 1118, 15841, 23, 2.4434247000000013
24, 0, 0, 0, 0, 410.0, 909, 16750, 24, 1.9989524000000003
25, 0, 0, 0, 0, 150.0, 776, 17526, 25, 1.6195980000000034
26, 0, 0, 0, 0, 105.0, 544, 18070, 26, 1.1246115000000003
27, 0, 0, 0, 0, 135.0, 729, 18799, 27, 1.5354740999999947
28, 0, 0, 0, 0, 30.0, 490, 19289, 28, 1.0204161999999997
29, 0, 0, 0, 0, 110.0, 642, 19931, 29, 1.3210546999999977
30, 0, 0, 0, 0, 135.0, 521, 20452, 30, 1.0707771000000008
31, 0, 0, 0, 0, 140.0, 628, 21080, 31, 1.3060659000000001
32, 0, 0, 0, 0, 65.0, 618, 21698, 32, 1.341974300000004
33, 0, 0, 0, 0, 210.0, 776, 22474, 33, 1.5556620999999993
34, 0, 0, 0, 0, 405.0, 1161, 23635, 34, 2.4240852000000004
35, 0, 0, 0, 0, 315.0, 1072, 24707, 35, 2.1388532
36, 0, 0, 0, 0, 125.0, 383, 25090, 36, 0.7975387999999981
37, 0, 0, 0, 0, 135.0, 760, 25850, 37, 1.5746172999999999
38, 0, 0, 0, 0, 180.0, 761, 26611, 38, 1.5357867999999968
39, 0, 0, 0, 0, 80.0, 439, 27050, 39, 0.8894723000000084
40, 0, 0, 0, 0, 50.0, 409, 27459, 40, 0.8347141999999934
41, 0, 0, 0, 0, 285.0, 855, 28314, 41, 1.7183179999999965
42, 0, 0, 0, 0, 45.0, 544, 28858, 42, 1.1311384999999916
43, 0, 0, 0, 0, 65.0, 436, 29294, 43, 0.9015780000000007
44, 0, 0, 0, 0, 120.0, 619, 29913, 44, 1.2711829999999935
45, 0, 0, 0, 0, 105.0, 494, 30407, 45, 1.0159665000000047
46, 0, 0, 0, 0, 110.0, 537, 30944, 46, 1.0990636999999879
47, 0, 0, 0, 0, 80.0, 547, 31491, 47, 1.1101089999999942
48, 0, 0, 0, 0, 105.0, 697, 32188, 48, 1.4103707000000014
49, 0, 0, 0, 0, 210.0, 1119, 33307, 49, 2.2251559999999984
50, 0, 0, 0, 0, 305.0, 1047, 34354, 50, 2.0589287999999897
51, 0, 0, 0, 0, 75.0, 395, 34749, 51, 0.8101902000000081
52, 0, 0, 0, 0, 105.0, 555, 35304, 52, 1.1523717000000033
53, 0, 0, 0, 0, 45.0, 382, 35686, 53, 0.7920059000000066
54, 0, 0, 0, 0, 120.0, 658, 36344, 54, 1.34943659999999
55, 0, 0, 0, 0, 105.0, 734, 37078, 55, 1.459835599999991
56, 0, 0, 0, 0, 50.0, 403, 37481, 56, 0.8371163000000053
57, 0, 0, 0, 0, 125.0, 610, 38091, 57, 1.235108000000011
58, 0, 0, 0, 0, 155.0, 806, 38897, 58, 1.6090909999999923
59, 0, 0, 0, 0, 335.0, 737, 39634, 59, 1.464425399999996
60, 0, 0, 0, 0, 120.0, 630, 40264, 60, 1.3114741999999922
61, 0, 0, 0, 0, 485.0, 1015, 41279, 61, 2.052463700000004
62, 0, 0, 0, 0, 210.0, 771, 42050, 62, 1.5554168999999973
63, 0, 0, 0, 0, 180.0, 773, 42823, 63, 1.6993592000000035
64, 0, 0, 0, 0, 150.0, 772, 43595, 64, 1.589809399999993
65, 0, 0, 0, 0, 425.0, 1322, 44917, 65, 2.595334500000007
66, 0, 0, 0, 0, 140.0, 751, 45668, 66, 1.5213111999999995
67, 0, 0, 0, 0, 50.0, 395, 46063, 67, 0.8177230000000009
68, 0, 0, 0, 0, 100.0, 509, 46572, 68, 1.023226600000001
69, 0, 0, 0, 0, 180.0, 769, 47341, 69, 1.5493109999999888
70, 0, 0, 0, 0, 105.0, 649, 47990, 70, 1.3106887
71, 0, 0, 0, 0, 110.0, 728, 48718, 71, 1.4730577999999923
72, 0, 0, 0, 0, 55.0, 462, 49180, 72, 0.9517927999999927
73, 0, 0, 0, 0, 185.0, 1022, 50202, 73, 2.013871100000003
74, 0, 0, 0, 0, 200.0, 1078, 51280, 74, 2.1182515999999936
75, 0, 0, 0, 0, 55.0, 418, 51698, 75, 0.8601481999999976
