,loss,mae,mean_q,mean_eps,episode_reward,nb_episode_steps,nb_steps,episode,duration
0,0,0,0,0,105.0,532,532,0,1.0968680000000006
1, 0, 0, 0, 0, 95.0, 399, 931, 1, 0.7932921999999998
2, 0, 0, 0, 0, 550.0, 1212, 2143, 2, 2.4652019000000003
3, 0, 0, 0, 0, 110.0, 614, 2757, 3, 1.1996772999999994
4, 0, 0, 0, 0, 215.0, 798, 3555, 4, 1.5181302999999993
5, 0, 0, 0, 0, 150.0, 761, 4316, 5, 1.4653102999999987
6, 0, 0, 0, 0, 60.0, 512, 4828, 6, 1.0653949999999988
7, 0, 0, 0, 0, 180.0, 807, 5635, 7, 1.5274651000000006
8, 0, 0, 0, 0, 605.0, 1744, 7379, 8, 3.595808999999999
9, 0, 0, 0, 0, 15.0, 489, 7868, 9, 0.9846904999999992
10, 0, 0, 0, 0, 190.0, 757, 8625, 10, 1.5120058999999983
11, 0, 0, 0, 0, 155.0, 688, 9313, 11, 1.4383410999999988
12, 0, 0, 0, 0, 210.0, 774, 10087, 12, 1.8163181000000002
13, 0, 0, 0, 0, 180.0, 720, 10807, 13, 1.8431794000000004
14, 0, 0, 0, 0, 210.0, 818, 11625, 14, 1.7344526999999985
15, 0, 0, 0, 0, 290.0, 1003, 12628, 15, 1.9444747000000007
16, 0, 0, 0, 0, 210.0, 870, 13498, 16, 1.804804599999997
17, 0, 0, 0, 0, 120.0, 650, 14148, 17, 1.3532841999999974
18, 0, 0, 0, 0, 65.0, 704, 14852, 18, 1.370985999999995
19, 0, 0, 0, 0, 125.0, 544, 15396, 19, 1.1001626999999985
20, 0, 0, 0, 0, 185.0, 830, 16226, 20, 1.6250047999999992
21, 0, 0, 0, 0, 105.0, 716, 16942, 21, 1.3764605000000003
22, 0, 0, 0, 0, 105.0, 512, 17454, 22, 0.9993614999999991
23, 0, 0, 0, 0, 65.0, 520, 17974, 23, 1.0336230999999998
24, 0, 0, 0, 0, 180.0, 859, 18833, 24, 1.799787600000002
25, 0, 0, 0, 0, 180.0, 880, 19713, 25, 1.7510329999999996
26, 0, 0, 0, 0, 60.0, 470, 20183, 26, 0.9194758000000007
27, 0, 0, 0, 0, 40.0, 455, 20638, 27, 0.897556999999999
28, 0, 0, 0, 0, 370.0, 1325, 21963, 28, 2.493314600000005
29, 0, 0, 0, 0, 50.0, 404, 22367, 29, 0.7903027999999992
30, 0, 0, 0, 0, 80.0, 623, 22990, 30, 1.2602840999999998
31, 0, 0, 0, 0, 285.0, 876, 23866, 31, 1.755794200000004
32, 0, 0, 0, 0, 430.0, 1405, 25271, 32, 2.7018230999999986
33, 0, 0, 0, 0, 35.0, 502, 25773, 33, 0.984251399999998
34, 0, 0, 0, 0, 270.0, 934, 26707, 34, 1.8239925999999969
35, 0, 0, 0, 0, 35.0, 619, 27326, 35, 1.2949234000000018
36, 0, 0, 0, 0, 155.0, 1001, 28327, 36, 1.9981039999999979
37, 0, 0, 0, 0, 80.0, 424, 28751, 37, 0.8327334000000093
38, 0, 0, 0, 0, 30.0, 583, 29334, 38, 1.1714710999999909
39, 0, 0, 0, 0, 240.0, 984, 30318, 39, 1.908183799999989
40, 0, 0, 0, 0, 105.0, 652, 30970, 40, 1.2758036999999973
41, 0, 0, 0, 0, 165.0, 854, 31824, 41, 1.762280000000004
42, 0, 0, 0, 0, 120.0, 711, 32535, 42, 1.4329800999999946
43, 0, 0, 0, 0, 220.0, 940, 33475, 43, 1.9066854000000006
44, 0, 0, 0, 0, 50.0, 502, 33977, 44, 1.0521224000000018
45, 0, 0, 0, 0, 135.0, 568, 34545, 45, 1.2050418000000036
46, 0, 0, 0, 0, 105.0, 655, 35200, 46, 1.454748500000008
47, 0, 0, 0, 0, 235.0, 843, 36043, 47, 1.8201430000000016
